BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,SUBLOCALITY,LATITUDE,LONGITUDE,PRICE_PER_BED,PRICE_PER_PROPERTYSQFT
Brokered by Queens Quality Management,Co-op for sale,358000,2,1.0,2184.207862,Queens,40.7856799,-73.7816,179000.0,163.90381438888895
Brokered by Benjamin Realty Since 1980,Co-op for sale,299000,1,1.0,2184.207862,Queens County,40.7220791,-73.8436959,299000.0,136.89173324658603
Brokered by Wilk Real Estate I Llc,House for sale,1389000,7,2.0,2184.207862,Kings County,40.5943151,-73.9602134,198428.57142857142,635.9284865535384
Brokered by RE/MAX CLASSIC REALTY,House for sale,459999,1,1.0,640.0,Bronx County,40.8426371,-73.8168754,459999.0,718.7484375
Brokered by Realty Connect USA LLC,House for sale,1999000,4,2.0,2600.0,Richmond County,40.5908362,-74.1019957,499750.0,768.8461538461538
Brokered by COMPASS,Townhouse for sale,2395000,5,2.3738608579684373,2560.0,Kings County,40.6848322,-73.9220551,479000.0,935.546875
Brokered by Chous Realty Group Inc,Multi-family home for sale,1180000,6,5.0,1810.0,Queens County,40.793158,-73.8419309,196666.66666666666,651.9337016574585
Brokered by Corcoran Brooklyn Heights,Co-op for sale,650000,2,2.0,1200.0,Queens,40.7216499,-73.84119,325000.0,541.6666666666666
Brokered by REAL NEW YORK - Lower East Side,Co-op for sale,589000,2,2.0,1100.0,Brooklyn,40.6120095,-74.0345805,294500.0,535.4545454545455
Brokered by REALHome Services & Solutions,House for sale,515000,3,1.0,882.0,Queens County,40.6842823,-73.7278575,171666.66666666666,583.9002267573696
Brokered by Momentum Real Estate Llc,Multi-family home for sale,750000,2,3.0,1530.0,Richmond County,40.6132884,-74.128148,375000.0,490.19607843137254
Brokered by Epic Homes NY,Condo for sale,1499999,2,2.0,901.0,New York,40.7718553,-73.9799842,749999.5,1664.8157602663707
Brokered by QWEST PROPERTY GROUP INC,House for sale,1525000,3,2.3738608579684373,2572.0,Kings County,40.6349015,-73.9563944,508333.3333333333,592.9237947122862
Brokered by ETPG - Eastpointe Properties Group,Condo for sale,1395000,1,1.0,2184.207862,New York,40.7467155,-74.0024044,1395000.0,638.6754778561454
Brokered by EXIT REALTY PREMIUM,Multi-family home for sale,900000,5,3.0,2487.0,Bronx County,40.8533225,-73.9171752,180000.0,361.8817852834741
Brokered by Corcoran Williamsburg Bedford,Townhouse for sale,1099999,4,2.0,1874.0,Kings County,40.5975478,-73.9504503,274999.75,586.9791889007471
Brokered by Keller Williams Rlty Landmark,Pending,498888,1,1.0,750.0,Queens,40.788818,-73.7867657,498888.0,665.184
Brokered by Coldwell Banker American Homes,Co-op for sale,199000,1,1.0,2184.207862,Queens,40.7166575,-73.8111887,199000.0,91.10854486980139
Brokered by Elegran Real Estate And Development,Co-op for sale,1495000,4,4.0,2600.0,New York,40.764197,-73.960624,373750.0,575.0
Brokered by Brown Harris Stevens - 100 Seventh Avenue,Townhouse for sale,869000,3,2.0,2184.207862,Kings County,40.6191897,-73.939392,289666.6666666667,397.85590699425836
Brokered by RE MAX Elite,Co-op for sale,239000,3,1.0,450.0,Brooklyn,40.6141658,-74.0353827,79666.66666666667,531.1111111111111
"Brokered by BEN BAY REALTY, CO.",Pending,1299000,4,2.0,2080.0,Kings County,40.6347105,-74.0342611,324750.0,624.5192307692307
Brokered by Excellent Realty Llc,Multi-family home for sale,2350000,6,4.0,2700.0,Queens County,40.7832315,-73.7958397,391666.6666666667,870.3703703703703
Brokered by Century Homes Realty Group LLC,House for sale,1788000,4,4.0,2716.0,Queens County,40.7661326,-73.7627478,447000.0,658.321060382916
Brokered by Highline Residential - Highline Residential,Co-op for sale,325000,4,1.0,2184.207862,New York,40.8214364,-73.9403013,81250.0,148.79536222455002
Brokered by Re/Max In The City,Condo for sale,299900,1,1.0,525.0,The Bronx,40.8808246,-73.9173093,299900.0,571.2380952380952
Brokered by Douglas Elliman - Roslyn,Co-op for sale,439999,1,2.0,1215.0,Queens,40.7564761,-73.7212008,439999.0,362.1390946502058
"Brokered by Hall Homes Realty, Inc.",House for sale,899000,4,2.0,1224.0,Richmond County,40.5985336,-74.127001,224750.0,734.4771241830065
Brokered by Corcoran Brooklyn Heights,Townhouse for sale,4950000,4,2.3738608579684373,3800.0,Kings County,40.7140917,-73.9647828,1237500.0,1302.6315789473683
Brokered by COMPASS,Townhouse for sale,1895000,5,4.0,2400.0,Brooklyn,40.6785459,-74.0112783,379000.0,789.5833333333334
Brokered by Five Towns Miller Realty Inc,Condo for sale,759000,3,2.0,2184.207862,Queens,40.5958861,-73.7436025,253000.0,347.4943997797953
Brokered by Corcoran Park Slope,Pending,699000,3,2.0,1250.0,Richmond County,40.6165969,-74.1340662,233000.0,559.2
Brokered by Apple Realty Group Corp,Multi-family home for sale,1590000,5,4.0,2880.0,Queens County,40.7533323,-73.8951855,318000.0,552.0833333333334
Brokered by Charles H. Greenthal Property,Co-op for sale,234900,1,1.0,753.0,Queens,40.7577991,-73.7159564,234900.0,311.9521912350598
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,675000,2,1.0,2184.207862,Queens,40.7513999,-73.88839,337500.0,309.0365215432962
Brokered by Bedford Brownstone Realty LLC,Multi-family home for sale,1500000,3,2.0,2000.0,Kings County,40.7223911,-73.9355458,500000.0,750.0
Brokered by Link Ny Realty,Multi-family home for sale,2300000,3,2.3738608579684373,21000.0,Bronx County,40.878193,-73.8818068,766666.6666666666,109.52380952380952
Brokered by ROCKAWAY PROPERTIES,Multi-family home for sale,1075000,5,4.0,2905.0,Queens County,40.5890901,-73.8022167,215000.0,370.05163511187607
"Brokered by Pamela Lee, Realtor",Multi-family home for sale,1325000,5,2.0,2208.0,Kings County,40.6697911,-73.9348558,265000.0,600.0905797101449
Brokered by RE MAX Edge,Co-op for sale,525000,2,1.0,1000.0,Brooklyn,40.6393755,-74.0352909,262500.0,525.0
Brokered by Keller Williams Rlty Landmark,Co-op for sale,385000,2,2.0,2184.207862,Queens,40.7839472,-73.774951,192500.0,176.2652752506208
Brokered by Coldwell Banker Reliable Real Estate,Co-op for sale,199000,1,1.0,2184.207862,Queens,40.7771999,-73.9073699,199000.0,91.10854486980139
Brokered by Keller Williams Rlty Landmark,Co-op for sale,670000,2,2.0,2184.207862,Queens,40.7843012,-73.7761962,335000.0,306.74736212445697
Brokered by BERKSHIRE HATHAWAY,House for sale,975000,3,2.0,2184.207862,Queens County,40.7187283,-73.7613065,325000.0,446.3860866736501
"Brokered by Nest Seekers International, Westside",House for sale,799000,3,2.3738608579684373,2184.207862,Richmond County,40.552406,-74.1441129,266333.3333333333,365.80767513050915
Brokered by Horowitz Real Estate,Co-op for sale,305000,2,1.0,600.0,Queens,40.7767119,-73.9077637,152500.0,508.3333333333333
Brokered by Concrete Jungle NYC Realty,House for sale,299999,3,1.0,2184.207862,Richmond County,40.5637297,-74.0993229,99999.66666666667,137.3491072984701
"Brokered by Compass Greater New York, LLC",House for sale,1980000,5,2.0,2652.0,Kings County,40.6253464,-74.036404,396000.0,746.606334841629
Brokered by Douglas Elliman - Roslyn,Multi-family home for sale,1299000,5,2.0,2184.207862,Kings County,40.658549,-73.9981704,259800.0,594.7236170144322
Brokered by Brown Harris Stevens,Co-op for sale,140000,1,1.0,2184.207862,The Bronx,40.8260352,-73.9256625,140000.0,64.09646372749847
Brokered by EXP Realty,Co-op for sale,279000,1,1.0,2184.207862,Queens,40.7282899,-73.8472,279000.0,127.7350955712291
Brokered by COMPASS,Condo for sale,1995000,2,2.0,1562.0,New York,40.7845327,-73.9789122,997500.0,1277.2087067861717
Brokered by Winzone Realty Inc,Co-op for sale,329000,2,1.0,2184.207862,Queens County,40.7389649,-73.7774313,164500.0,150.6266897596214
Brokered by Corcoran Brooklyn Heights,Condo for sale,750000,1,1.0,943.0,Brooklyn,40.6870254,-74.0004951,750000.0,795.3340402969247
Brokered by Cypress Estates Realty LLC,Multi-family home for sale,999990,6,4.0,2184.207862,Queens County,40.7118837,-73.742941,166665.0,457.8273054490085
NoBroker,Co-op for sale,430000,3,1.0,2184.207862,New York,40.7482797,-73.9715473,143333.33333333334,196.8677100201739
Brokered by Better Homes and Gardens Real Estate Safari Realty,Contingent,349000,3,2.0,1180.0,Staten Island,40.6195692,-74.1550985,116333.33333333333,295.76271186440675
Brokered by RE MAX Voyage,House for sale,599000,3,2.0,1052.0,Bronx County,40.8750212,-73.8547365,199666.66666666666,569.3916349809886
Brokered by COMPASS,Multi-family home for sale,4295000,9,11.0,6270.0,Kings County,40.6931027,-73.9229621,477222.22222222225,685.0079744816587
Brokered by Brp Associates Inc,Co-op for sale,175000,1,1.0,800.0,Brooklyn,40.5980473,-73.9354323,175000.0,218.75
Brokered by Momentum Real Estate Llc,House for sale,999000,4,4.0,3570.0,Richmond County,40.5898663,-74.1515902,249750.0,279.83193277310926
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse for sale,1335000,3,2.0,2184.207862,Kings County,40.689193,-73.9397249,445000.0,611.2055648300748
Brokered by RE MAX Elite,House for sale,849999,2,2.0,1365.0,Richmond County,40.562056,-74.1052535,424999.5,622.7098901098901
Brokered by William Raveis Real Estate - Rye,Co-op for sale,136999,1,1.0,750.0,The Bronx,40.8533818,-73.8651554,136999.0,182.66533333333334
Brokered by Neponsit Realty Inc,Condo for sale,699000,2,2.0,1320.0,Queens,40.5780382,-73.8366684,349500.0,529.5454545454545
Brokered by Brown Harris Stevens,Co-op for sale,329000,1,1.0,2184.207862,New York,40.8544444,-73.9377977,329000.0,150.6266897596214
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,825000,1,1.0,750.0,New York,40.7468058,-73.9797483,825000.0,1100.0
Brokered by The Agency,Co-op for sale,685000,1,1.0,2184.207862,Brooklyn,40.6752414,-73.9729777,685000.0,313.61484038097467
"Brokered by Nest Seekers International, Westside",Condo for sale,4100000,3,4.0,2200.0,New York,40.77508,-73.990303,1366666.6666666667,1863.6363636363637
Brokered by COMPASS,Condo for sale,8850000,3,4.0,5094.0,New York,40.7251196,-74.0049023,2950000.0,1737.3380447585394
Brokered by Affordable Realty Corp,Co-op for sale,189000,1,1.0,2184.207862,Queens,40.7109831,-73.7970163,189000.0,86.53022603212294
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,8999999,6,6.0,5500.0,New York County,40.764386,-73.9658214,1499999.8333333333,1636.3634545454545
"Brokered by Fillmore Real Estate Fusion Team, INC.",Condo for sale,408000,1,1.0,787.0,Kings County,40.5856282,-73.9879851,408000.0,518.4243964421855
Brokered by HIGH CLASS REALTY SB LLC.,Condo for sale,559000,1,1.0,830.0,Brooklyn,40.5795498,-73.9658695,559000.0,673.4939759036145
Brokered by Momentum Real Estate Llc,Pending,949000,4,4.0,2920.0,Richmond County,40.6134167,-74.1334698,237250.0,325.0
Brokered by RE MAX Edge,Co-op for sale,379000,2,1.0,1000.0,Brooklyn,40.6211681,-73.9559582,189500.0,379.0
Brokered by Corcoran Park Avenue South,Co-op for sale,815000,1,1.0,630.0,New York,40.7400376,-73.9876681,815000.0,1293.6507936507937
Brokered by Remax Edge - RE/MAX EDGE,Co-op for sale,599000,2,2.0,1200.0,Brooklyn,40.6186895,-74.032363,299500.0,499.1666666666667
"Brokered by Charles Rutenberg Realty, Inc.",Co-op for sale,280000,2,2.0,975.0,The Bronx,40.8651305,-73.9068012,140000.0,287.1794871794872
Brokered by COMPASS,House for sale,3999500,3,2.3738608579684373,2184.207862,Bronx County,40.847049,-73.9080117,1333166.6666666667,1831.098619129501
Brokered by Inter Realty Llc,Multi-family home for sale,875000,9,6.0,5712.0,Brooklyn,40.6488068,-73.9293919,97222.22222222222,153.18627450980392
Brokered by qvtopservice,Co-op for sale,310000,2,1.0,2184.207862,Queens County,40.7318363,-73.8270224,155000.0,141.92788396803232
Brokered by ISLA - Island Advantage Realty LLC,Townhouse for sale,1299900,6,4.0,2504.0,Richmond County,40.636611,-74.150256,216650.0,519.129392971246
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,2225000,2,2.0,1420.0,New York,40.744042,-73.9755798,1112500.0,1566.9014084507041
"Brokered by Nest Seekers International, Long Island",Condo for sale,1530000,2,2.0,1229.0,Brooklyn,40.7102454,-73.9682413,765000.0,1244.914564686737
Brokered by Top Nest Inc,House for sale,594900,3,2.0,1224.0,Kings County,40.63818,-73.9071525,198300.0,486.02941176470586
Brokered by Yaos Realty Llc,Multi-family home for sale,1080000,8,5.0,2184.207862,Bronx County,40.8167119,-73.8127515,135000.0,494.4584344692739
Brokered by Maureen Folan R E Group Llc,Pending,1425000,4,3.0,2184.207862,Queens County,40.7719037,-73.8044794,356250.0,652.4104343691808
Brokered by BERGEN BASIN REALTY,Multi-family home for sale,1399888,7,4.0,3682.0,Kings County,40.612845,-73.9182251,199984.0,380.1977186311787
Brokered by Douglas Elliman - 575 Madison Ave,Pending,36000000,8,10.0,16000.0,New York County,40.7764017,-73.9629479,4500000.0,2250.0
Brokered by Daniel Gale Sotheby's International Realty,Co-op for sale,575000,2,2.0,2184.207862,Queens,40.7287304,-73.8540818,287500.0,263.2533331665116
Brokered by COMPASS,Co-op for sale,850000,1,1.0,2184.207862,New York,40.7343573,-74.0073312,850000.0,389.1571012026693
Brokered by Corcoran Park Slope,Townhouse for sale,1288000,3,2.0,2184.207862,Kings County,40.6208518,-74.0133836,429333.3333333333,589.687466292986
Brokered by Charles H. Greenthal Property,Co-op for sale,309000,1,2.0,1074.0,Queens,40.7577974,-73.7159601,309000.0,287.70949720670393
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,999000,3,1.0,2184.207862,New York,40.7983784,-73.9712947,333000.0,457.37405188407837
Brokered by HIGH CLASS REALTY SB LLC.,House for sale,2700000,5,2.0,2690.0,Kings County,40.5801404,-73.9494604,540000.0,1003.7174721189591
Brokered by Brown Harris Stevens,Co-op for sale,399000,3,2.0,2184.207862,New York,40.8102659,-73.9382868,133000.0,182.67492162337064
Brokered by Keller Williams Realty NYC Grp,House for sale,554900,3,2.0,1890.0,Bronx County,40.8849291,-73.8613097,184966.66666666666,293.5978835978836
Brokered by Fillmore Real Estate,Condo for sale,399000,1,1.0,561.0,Brooklyn,40.5839568,-73.9420847,399000.0,711.2299465240642
Brokered by EXP Realty,Condo for sale,675000,2,2.0,904.0,Queens County,40.7324713,-73.8670804,337500.0,746.6814159292036
Brokered by Coldwell Banker American Homes,Co-op for sale,225000,1,1.0,2184.207862,Queens,40.7864852,-73.8017612,225000.0,103.0121738477654
Brokered by Realty Connect USA LLC,Multi-family home for sale,999999,3,2.0,2184.207862,Queens County,40.7392278,-73.8677036,333333.0,457.83142593596244
Brokered by Your Home Sold Guaranteed Realty Advisor LLC,Condo for sale,164999,3,1.0,400.0,Staten Island,40.6449121,-74.0787385,54999.666666666664,412.4975
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,13000000,4,4.0,3844.0,New York County,40.7377131,-74.0087585,3250000.0,3381.8938605619146
Brokered by Corcoran Bedford Stuyvesant,Co-op for sale,235000,1,1.0,2184.207862,Queens,40.7123992,-73.8339305,235000.0,107.59049268544386
Brokered by Corcoran East Side,Condo for sale,29000000,5,2.3738608579684373,5508.0,New York County,40.7801822,-73.9536507,5800000.0,5265.068990559186
Brokered by Corcoran Park Avenue South,Co-op for sale,715000,3,1.0,983.0,New York,40.7329326,-73.9858654,238333.33333333334,727.3652085452696
Brokered by LoHo Realty Inc,Co-op for sale,565000,2,1.0,2184.207862,Brooklyn,40.7108846,-73.9496434,282500.0,258.67501432883313
Brokered by COMPASS,Townhouse for sale,1650000,7,6.0,2184.207862,New York County,40.8290653,-73.9463359,235714.2857142857,755.4226082169463
Brokered by Brown Harris Stevens,Co-op for sale,1200000,2,2.0,1100.0,Brooklyn,40.6533033,-73.9730719,600000.0,1090.909090909091
Brokered by Douglas Elliman - 575 Madison Ave,Multi-family home for sale,3975000,4,4.0,3181.0,Kings County,40.7273631,-73.948662,993750.0,1249.6070418107513
Brokered by Mirador Real Estate LLC,Co-op for sale,1049000,2,1.0,2184.207862,New York,40.7316025,-74.0100989,524500.0,480.2656460724707
"Brokered by Homes R Us Realty of NY, Inc.",House for sale,949900,4,2.0,1680.0,Richmond County,40.6217558,-74.1413145,237475.0,565.4166666666666
Brokered by Prime Realty,Multi-family home for sale,1199000,6,3.0,2184.207862,Queens County,40.711017,-73.8723608,199833.33333333334,548.9404286376476
Brokered by Exit Realty Prime,Pending,765000,4,2.0,2184.207862,Queens County,40.7714061,-73.732929,191250.0,350.24139108240234
Brokered by Mirador Real Estate LLC,Co-op for sale,1049000,2,1.0,2184.207862,New York,40.7316025,-74.0100989,524500.0,480.2656460724707
"Brokered by Homes R Us Realty of NY, Inc.",House for sale,949900,4,2.0,1680.0,Richmond County,40.6217558,-74.1413145,237475.0,565.4166666666666
Brokered by Prime Realty,Multi-family home for sale,1199000,6,3.0,2184.207862,Queens County,40.711017,-73.8723608,199833.33333333334,548.9404286376476
Brokered by Macaluso Realty,Townhouse for sale,849000,3,2.0,1296.0,Queens County,40.7149915,-73.8775275,283000.0,655.0925925925926
Brokered by Douglas Elliman - Bayside,Multi-family home for sale,999000,4,3.0,2184.207862,Queens County,40.7148444,-73.9102315,249750.0,457.37405188407837
Brokered by Prospes Real Estate Corp,Multi-family home for sale,1280000,9,6.0,2184.207862,Queens County,40.7468366,-73.8644973,142222.22222222222,586.0248112228431
Brokered by Douglas Elliman - 575 Madison Ave,Pending,1999000,3,4.0,2840.0,Kings County,40.5789619,-73.9430773,666333.3333333334,703.8732394366198
Brokered by Keller Williams NYC - New York Living Solutions,Co-op for sale,560000,1,1.0,700.0,New York,40.7467649,-73.976998,560000.0,800.0
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,26995000,8,10.0,8360.0,New York,40.7780041,-73.9625466,3374375.0,3229.066985645933
Brokered by DiTommaso Real Estate,Multi-family home for sale,1450000,5,4.0,3252.0,Richmond County,40.5504262,-74.186404,290000.0,445.87945879458795
Brokered by BROOKLYN`S 4 U REALTY,Multi-family home for sale,1599000,5,3.0,2424.0,Kings County,40.6062747,-73.9157858,319800.0,659.6534653465346
Brokered by Realty Executives Metro Garden,Co-op for sale,255000,1,1.0,650.0,Queens,40.7291499,-73.84944,255000.0,392.3076923076923
Brokered by COMPASS,Co-op for sale,995000,2,2.0,2184.207862,New York,40.747844,-74.00189,497500.0,455.542724349007
Brokered by Myc & Associates Inc,Multi-family home for sale,5827000,3,2.3738608579684373,55300.0,Queens County,40.7352736,-73.8566546,1942333.3333333333,105.37070524412296
Brokered by COMPASS,Co-op for sale,995000,2,2.0,2184.207862,New York,40.747844,-74.00189,497500.0,455.542724349007
